County,WeekStartDate,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,dtm_updated
Snohomish County,5/31/2020,0,67,67,9.57,11,21,19,10,5,1,0,175,21.07,2021/06/01 13:58:42
Snohomish County,6/7/2020,0,108,108,15.43,15,26,19,24,14,10,0,282,33.96,2021/06/01 13:58:42
Snohomish County,6/14/2020,0,174,174,24.86,38,51,43,24,13,5,0,392,47.2,2021/06/01 13:58:42
Snohomish County,6/21/2020,2,216,218,31.14,41,87,29,40,17,4,0,477,57.44,2021/06/01 13:58:42
Snohomish County,6/28/2020,0,259,259,37,58,95,54,41,8,3,0,610,73.45,2021/06/01 13:58:42
Snohomish County,7/5/2020,3,348,351,50.14,80,128,77,44,15,7,0,722,86.94,2021/06/01 13:58:42
Snohomish County,7/12/2020,4,367,371,53,55,116,105,60,24,11,0,722,86.94,2021/06/01 13:58:42
Snohomish County,7/19/2020,4,347,351,50.14,74,102,96,47,22,10,0,717,86.33,2021/06/01 13:58:42
Snohomish County,7/26/2020,8,358,366,52.29,74,95,98,65,25,9,0,698,84.05,2021/06/01 13:58:42
Snohomish County,8/2/2020,11,321,332,47.43,58,100,83,58,28,5,0,592,71.28,2021/06/01 13:58:42
Snohomish County,8/9/2020,13,247,260,37.14,45,80,71,40,20,4,0,485,58.4,2021/06/01 13:58:42
Snohomish County,8/16/2020,21,204,225,32.14,33,80,48,37,19,8,0,482,58.04,2021/06/01 13:58:42
Snohomish County,8/23/2020,16,241,257,36.71,61,90,54,36,10,6,0,451,54.3,2021/06/01 13:58:42
Snohomish County,8/30/2020,10,184,194,27.71,39,52,50,32,13,8,0,345,41.54,2021/06/01 13:58:42
Snohomish County,9/6/2020,5,146,151,21.57,24,48,36,23,18,2,0,320,38.53,2021/06/01 13:58:42
Snohomish County,9/13/2020,4,165,169,24.14,28,52,42,30,10,7,0,404,48.65,2021/06/01 13:58:42
Snohomish County,9/20/2020,7,228,235,33.57,42,74,46,56,13,4,0,511,61.53,2021/06/01 13:58:42
Snohomish County,9/27/2020,6,270,276,39.43,46,93,71,46,17,3,0,683,82.24,2021/06/01 13:58:42
Snohomish County,10/4/2020,19,388,407,58.14,67,144,93,64,28,11,0,892,107.41,2021/06/01 13:58:42
Snohomish County,10/11/2020,12,473,485,69.29,61,144,143,74,36,27,0,1038,124.98,2021/06/01 13:58:42
Snohomish County,10/18/2020,10,543,553,79,75,152,149,119,40,18,0,1172,141.12,2021/06/01 13:58:42
Snohomish County,10/25/2020,12,607,619,88.43,83,200,166,105,46,19,0,1786,215.05,2021/06/01 13:58:42
Snohomish County,11/1/2020,15,1152,1167,166.71,206,371,286,195,74,34,1,2572,309.69,2021/06/01 13:58:42
Snohomish County,11/8/2020,48,1357,1405,200.71,256,418,343,232,99,57,0,3124,376.16,2021/06/01 13:58:42
Snohomish County,11/15/2020,31,1688,1719,245.57,248,538,455,328,101,49,0,3359,404.46,2021/06/01 13:58:42
Snohomish County,11/22/2020,19,1621,1640,234.29,251,472,436,310,110,61,0,3549,427.33,2021/06/01 13:58:42
Snohomish County,11/29/2020,69,1840,1909,272.71,309,570,455,336,166,73,0,3674,442.38,2021/06/01 13:58:42
Snohomish County,12/6/2020,62,1703,1765,252.14,285,467,481,313,143,76,0,3345,402.77,2021/06/01 13:58:42
Snohomish County,12/13/2020,42,1538,1580,225.71,265,423,384,296,150,59,3,2861,344.49,2021/06/01 13:58:42
Snohomish County,12/20/2020,29,1252,1281,183,206,314,301,261,127,71,1,3047,366.89,2021/06/01 13:58:42
Snohomish County,12/27/2020,41,1725,1766,252.29,281,508,445,305,160,65,2,3575,430.46,2021/06/01 13:58:42
Snohomish County,1/3/2021,40,1769,1809,258.43,314,516,491,323,108,56,1,2940,354,2021/06/01 13:58:42
Snohomish County,1/10/2021,25,1106,1131,161.57,189,328,313,208,67,25,1,1938,233.35,2021/06/01 13:58:42
Snohomish County,1/17/2021,17,790,807,115.29,128,242,199,162,59,17,0,1593,191.81,2021/06/01 13:58:42
Snohomish County,1/24/2021,46,740,786,112.29,159,193,209,163,46,16,0,1570,189.04,2021/06/01 13:58:42
Snohomish County,1/31/2021,68,716,784,112,153,206,212,149,51,13,0,1283,154.49,2021/06/01 13:58:42
Snohomish County,2/7/2021,66,433,499,71.29,105,124,140,88,39,3,0,982,118.24,2021/06/01 13:58:42
Snohomish County,2/14/2021,49,434,483,69,82,127,125,116,30,3,0,902,108.61,2021/06/01 13:58:42
Snohomish County,2/21/2021,59,360,419,59.86,91,106,111,82,24,5,0,808,97.29,2021/06/01 13:58:42
Snohomish County,2/28/2021,66,323,389,55.57,83,104,109,63,25,5,0,706,85.01,2021/06/01 13:58:42
Snohomish County,3/7/2021,44,273,317,45.29,51,102,67,70,24,3,0,719,86.57,2021/06/01 13:58:42
Snohomish County,3/14/2021,48,354,402,57.43,87,108,108,73,20,6,0,972,117.04,2021/06/01 13:58:42
Snohomish County,3/21/2021,91,479,570,81.43,117,175,156,91,30,1,0,1306,157.25,2021/06/01 13:58:42
Snohomish County,3/28/2021,154,582,736,105.14,146,253,177,111,45,2,2,1552,186.88,2021/06/01 13:58:42
Snohomish County,4/4/2021,157,659,816,116.57,153,282,190,141,40,8,2,1854,223.24,2021/06/01 13:58:42
Snohomish County,4/11/2021,161,877,1038,148.29,284,284,281,152,32,5,0,2084,250.93,2021/06/01 13:58:42
Snohomish County,4/18/2021,158,888,1046,149.43,257,330,264,150,35,10,0,2060,248.04,2021/06/01 13:58:42
Snohomish County,4/25/2021,127,887,1014,144.86,264,302,255,149,38,6,0,1820,219.15,2021/06/01 13:58:42
Snohomish County,5/2/2021,102,704,806,115.14,198,254,203,129,17,5,0,1461,175.92,2021/06/01 13:58:42
Snohomish County,5/9/2021,74,581,655,93.57,193,186,161,76,28,9,2,1113,134.02,2021/06/01 13:58:42
Snohomish County,5/16/2021,73,385,458,65.43,112,134,114,78,17,3,0,769,92.59,2021/06/01 13:58:42
Snohomish County,5/23/2021,30,281,311,44.43,71,108,74,46,7,5,0,0,0,2021/06/01 13:58:42
Spokane County,1/19/2020,1,0,1,0.14,0,0,0,0,1,0,0,1,0.19,2021/06/01 13:58:42
Spokane County,2/9/2020,0,1,1,0.14,0,0,1,0,0,0,0,2,0.38,2021/06/01 13:58:42
Spokane County,2/16/2020,1,0,1,0.14,0,0,0,0,1,0,0,1,0.19,2021/06/01 13:58:42
Spokane County,3/8/2020,0,10,10,1.43,0,2,2,4,1,1,0,57,10.91,2021/06/01 13:58:42
Spokane County,3/15/2020,0,47,47,6.71,1,8,9,17,10,2,0,141,26.98,2021/06/01 13:58:42
Spokane County,3/22/2020,0,94,94,13.43,0,15,27,26,20,6,0,171,32.72,2021/06/01 13:58:42
Spokane County,3/29/2020,0,77,77,11,5,13,14,26,15,4,0,127,24.3,2021/06/01 13:58:42
Spokane County,4/5/2020,0,50,50,7.14,0,9,8,11,10,12,0,87,16.65,2021/06/01 13:58:42
Spokane County,4/12/2020,0,37,37,5.29,0,7,8,7,6,9,0,76,14.54,2021/06/01 13:58:42
Spokane County,4/19/2020,0,39,39,5.57,4,10,6,6,8,5,0,63,12.06,2021/06/01 13:58:42
Spokane County,4/26/2020,0,24,24,3.43,0,7,4,4,4,5,0,38,7.27,2021/06/01 13:58:42
Spokane County,5/3/2020,0,14,14,2,5,2,4,1,1,1,0,38,7.27,2021/06/01 13:58:42
Spokane County,5/10/2020,0,24,24,3.43,5,5,8,5,1,0,0,124,23.73,2021/06/01 13:58:42
Spokane County,5/17/2020,0,100,100,14.29,19,39,24,12,4,2,0,202,38.65,2021/06/01 13:58:42
Spokane County,5/24/2020,0,102,102,14.57,15,43,26,11,4,3,0,252,48.22,2021/06/01 13:58:42
Spokane County,5/31/2020,0,150,150,21.43,33,55,27,24,5,6,0,245,46.88,2021/06/01 13:58:42
Spokane County,6/7/2020,0,95,95,13.57,16,35,25,10,7,2,0,298,57.02,2021/06/01 13:58:42
Spokane County,6/14/2020,0,203,203,29,37,81,37,26,17,5,0,555,106.2,2021/06/01 13:58:42
Spokane County,6/21/2020,0,352,352,50.29,53,169,60,54,14,2,0,842,161.12,2021/06/01 13:58:42
Spokane County,6/28/2020,0,490,490,70,71,244,91,54,18,12,0,992,189.82,2021/06/01 13:58:42
Spokane County,7/5/2020,0,502,502,71.71,61,208,123,69,26,15,0,1029,196.9,2021/06/01 13:58:42
Spokane County,7/12/2020,1,526,527,75.29,77,172,114,99,38,27,0,1115,213.36,2021/06/01 13:58:42
Spokane County,7/19/2020,1,587,588,84,95,160,127,94,66,44,2,1182,226.18,2021/06/01 13:58:42
Spokane County,7/26/2020,0,594,594,84.86,52,183,129,104,63,63,0,1057,202.26,2021/06/01 13:58:42
Spokane County,8/2/2020,0,463,463,66.14,53,161,96,88,38,27,0,768,146.96,2021/06/01 13:58:42
Spokane County,8/9/2020,0,305,305,43.57,41,98,67,65,20,12,2,529,101.22,2021/06/01 13:58:42
Spokane County,8/16/2020,2,222,224,32,22,67,47,43,26,19,0,493,94.34,2021/06/01 13:58:42
Spokane County,8/23/2020,6,263,269,38.43,37,87,52,52,29,12,0,537,102.76,2021/06/01 13:58:42
Spokane County,8/30/2020,3,265,268,38.29,32,96,54,56,20,10,0,600,114.81,2021/06/01 13:58:42
Spokane County,9/6/2020,4,328,332,47.43,41,94,77,67,38,15,0,789,150.98,2021/06/01 13:58:42
Spokane County,9/13/2020,9,448,457,65.29,80,135,80,99,39,23,1,1027,196.52,2021/06/01 13:58:42
Spokane County,9/20/2020,8,562,570,81.43,120,181,81,120,46,21,1,1149,219.86,2021/06/01 13:58:42
Spokane County,9/27/2020,5,574,579,82.71,124,183,114,84,45,29,0,1199,229.43,2021/06/01 13:58:42
Spokane County,10/4/2020,12,608,620,88.57,123,172,114,115,62,31,3,1192,228.09,2021/06/01 13:58:42
Spokane County,10/11/2020,17,555,572,81.71,116,165,125,102,48,15,1,1243,237.85,2021/06/01 13:58:42
Spokane County,10/18/2020,19,652,671,95.86,90,199,135,131,91,23,2,1516,290.09,2021/06/01 13:58:42
Spokane County,10/25/2020,18,827,845,120.71,119,235,210,178,82,21,0,2188,418.68,2021/06/01 13:58:42
Spokane County,11/1/2020,49,1294,1343,191.86,215,397,333,243,120,32,3,3144,601.61,2021/06/01 13:58:42
Spokane County,11/8/2020,39,1762,1801,257.29,313,558,388,335,166,39,2,3983,762.15,2021/06/01 13:58:42
Spokane County,11/15/2020,82,2100,2182,311.71,278,710,539,379,205,67,4,4351,832.57,2021/06/01 13:58:42
Spokane County,11/22/2020,80,2089,2169,309.86,332,653,521,388,207,67,1,4778,914.27,2021/06/01 13:58:42
Spokane County,11/29/2020,70,2539,2609,372.71,367,782,629,559,194,76,2,5011,958.86,2021/06/01 13:58:42
Spokane County,12/6/2020,135,2267,2402,343.14,286,735,605,458,198,120,0,4538,868.35,2021/06/01 13:58:42
Spokane County,12/13/2020,85,2051,2136,305.14,306,591,553,432,180,73,1,3599,688.67,2021/06/01 13:58:42
Spokane County,12/20/2020,92,1371,1463,209,184,413,382,277,154,53,0,3225,617.11,2021/06/01 13:58:42
Spokane County,12/27/2020,61,1701,1762,251.71,235,498,367,357,216,88,1,4111,786.64,2021/06/01 13:58:42
Spokane County,1/3/2021,73,2276,2349,335.57,417,656,483,479,237,76,1,3987,762.92,2021/06/01 13:58:42
Spokane County,1/10/2021,48,1590,1638,234,269,412,347,355,193,60,2,2830,541.52,2021/06/01 13:58:42
Spokane County,1/17/2021,51,1141,1192,170.29,214,317,291,217,104,48,1,2227,426.14,2021/06/01 13:58:42
Spokane County,1/24/2021,89,946,1035,147.86,219,294,220,167,104,27,4,1877,359.17,2021/06/01 13:58:42
Spokane County,1/31/2021,108,734,842,120.29,142,234,168,188,87,23,0,1527,292.19,2021/06/01 13:58:42
Spokane County,2/7/2021,68,617,685,97.86,147,166,160,131,56,25,0,1260,241.1,2021/06/01 13:58:42
Spokane County,2/14/2021,75,500,575,82.14,111,143,147,111,45,17,1,1065,203.79,2021/06/01 13:58:42
Spokane County,2/21/2021,77,413,490,70,89,135,120,101,39,6,0,900,172.22,2021/06/01 13:58:42
Spokane County,2/28/2021,48,362,410,58.57,98,110,103,69,22,8,0,801,153.27,2021/06/01 13:58:42
Spokane County,3/7/2021,58,333,391,55.86,70,107,105,68,30,11,0,818,156.53,2021/06/01 13:58:42
Spokane County,3/14/2021,55,372,427,61,99,119,92,93,22,2,0,927,177.38,2021/06/01 13:58:42
Spokane County,3/21/2021,85,415,500,71.43,107,195,88,85,19,6,0,1022,195.56,2021/06/01 13:58:42
Spokane County,3/28/2021,108,414,522,74.57,98,192,117,81,25,9,0,1191,227.9,2021/06/01 13:58:42
Spokane County,4/4/2021,136,533,669,95.57,147,260,119,101,34,8,0,1525,291.81,2021/06/01 13:58:42
Spokane County,4/11/2021,120,736,856,122.29,212,283,173,127,49,12,0,1634,312.67,2021/06/01 13:58:42
Spokane County,4/18/2021,85,693,778,111.14,194,216,177,132,46,12,1,1540,294.68,2021/06/01 13:58:42
Spokane County,4/25/2021,103,659,762,108.86,226,221,162,113,33,5,2,1544,295.45,2021/06/01 13:58:42
Spokane County,5/2/2021,84,698,782,111.71,203,234,190,108,42,4,1,1583,302.91,2021/06/01 13:58:42
Spokane County,5/9/2021,97,704,801,114.43,215,261,167,100,43,15,0,1514,289.71,2021/06/01 13:58:42
Spokane County,5/16/2021,59,654,713,101.86,203,193,164,92,36,25,0,1262,241.48,2021/06/01 13:58:42
Spokane County,5/23/2021,55,494,549,78.43,155,150,108,94,28,14,0,0,0,2021/06/01 13:58:42
Stevens County,3/8/2020,0,1,1,0.14,0,0,0,1,0,0,0,3,6.53,2021/06/01 13:58:42
Stevens County,3/15/2020,0,2,2,0.29,0,0,0,2,0,0,0,3,6.53,2021/06/01 13:58:42
Stevens County,3/22/2020,0,1,1,0.14,0,0,1,0,0,0,0,2,4.36,2021/06/01 13:58:42
Stevens County,3/29/2020,0,1,1,0.14,0,0,0,0,1,0,0,4,8.71,2021/06/01 13:58:42
Stevens County,4/5/2020,0,3,3,0.43,0,1,0,2,0,0,0,4,8.71,2021/06/01 13:58:42
Stevens County,4/12/2020,0,1,1,0.14,0,0,0,1,0,0,0,2,4.36,2021/06/01 13:58:42
Stevens County,4/19/2020,0,1,1,0.14,1,0,0,0,0,0,0,1,2.18,2021/06/01 13:58:42
Stevens County,5/10/2020,0,1,1,0.14,0,0,0,1,0,0,0,2,4.36,2021/06/01 13:58:42
Stevens County,5/17/2020,0,1,1,0.14,0,0,0,1,0,0,0,1,2.18,2021/06/01 13:58:42
Stevens County,5/31/2020,0,2,2,0.29,0,0,0,2,0,0,0,5,10.89,2021/06/01 13:58:42
Stevens County,6/7/2020,0,3,3,0.43,1,0,0,2,0,0,0,3,6.53,2021/06/01 13:58:42
Stevens County,6/21/2020,0,2,2,0.29,0,0,0,0,2,0,0,8,17.42,2021/06/01 13:58:42
Stevens County,6/28/2020,0,6,6,0.86,1,1,2,2,0,0,0,18,39.2,2021/06/01 13:58:42
Stevens County,7/5/2020,0,12,12,1.71,3,3,4,2,0,0,0,29,63.15,2021/06/01 13:58:42
Stevens County,7/12/2020,0,17,17,2.43,4,3,3,5,2,0,0,32,69.69,2021/06/01 13:58:42
Stevens County,7/19/2020,0,15,15,2.14,1,4,5,2,3,0,0,39,84.93,2021/06/01 13:58:42
Stevens County,7/26/2020,0,24,24,3.43,10,3,8,1,2,0,0,43,93.64,2021/06/01 13:58:42
Stevens County,8/2/2020,0,19,19,2.71,0,4,4,7,3,1,0,26,56.62,2021/06/01 13:58:42
Stevens County,8/9/2020,0,7,7,1,1,2,1,1,1,1,0,12,26.13,2021/06/01 13:58:42
Stevens County,8/16/2020,0,5,5,0.71,0,2,1,2,0,0,0,9,19.6,2021/06/01 13:58:42
Stevens County,8/23/2020,0,4,4,0.57,2,0,2,0,0,0,0,11,23.95,2021/06/01 13:58:42
Stevens County,8/30/2020,0,7,7,1,0,3,0,3,0,1,0,11,23.95,2021/06/01 13:58:42
Stevens County,9/6/2020,0,4,4,0.57,0,2,1,1,0,0,0,24,52.26,2021/06/01 13:58:42
Stevens County,9/13/2020,1,19,20,2.86,2,1,4,1,5,7,0,44,95.82,2021/06/01 13:58:42
Stevens County,9/20/2020,1,23,24,3.43,1,8,5,4,0,6,0,46,100.17,2021/06/01 13:58:42
Stevens County,9/27/2020,0,22,22,3.14,1,6,4,7,4,0,0,42,91.46,2021/06/01 13:58:42
Stevens County,10/4/2020,0,20,20,2.86,2,5,5,5,2,1,0,42,91.46,2021/06/01 13:58:42
Stevens County,10/11/2020,2,20,22,3.14,4,6,5,5,0,2,0,38,82.75,2021/06/01 13:58:42
Stevens County,10/18/2020,4,12,16,2.29,4,4,3,4,0,1,0,62,135.02,2021/06/01 13:58:42
Stevens County,10/25/2020,2,44,46,6.57,12,8,11,6,8,1,0,115,250.44,2021/06/01 13:58:42
Stevens County,11/1/2020,7,62,69,9.86,9,15,14,19,9,3,0,181,394.16,2021/06/01 13:58:42
Stevens County,11/8/2020,9,103,112,16,9,22,21,34,20,6,0,265,577.09,2021/06/01 13:58:42
Stevens County,11/15/2020,22,131,153,21.86,17,27,42,29,34,4,0,275,598.87,2021/06/01 13:58:42
Stevens County,11/22/2020,13,109,122,17.43,13,28,26,32,16,7,0,283,616.29,2021/06/01 13:58:42
Stevens County,11/29/2020,24,137,161,23,29,28,39,32,26,7,0,273,594.51,2021/06/01 13:58:42
Stevens County,12/6/2020,24,88,112,16,13,29,21,22,16,11,0,209,455.14,2021/06/01 13:58:42
Stevens County,12/13/2020,9,88,97,13.86,9,27,20,26,13,2,0,146,317.94,2021/06/01 13:58:42
Stevens County,12/20/2020,3,46,49,7,8,14,10,8,8,1,0,99,215.59,2021/06/01 13:58:42
Stevens County,12/27/2020,2,48,50,7.14,5,17,7,11,5,5,0,157,341.9,2021/06/01 13:58:42
Stevens County,1/3/2021,5,102,107,15.29,10,22,19,27,27,2,0,162,352.79,2021/06/01 13:58:42
Stevens County,1/10/2021,4,51,55,7.86,11,13,7,12,10,2,0,112,243.9,2021/06/01 13:58:42
Stevens County,1/17/2021,3,54,57,8.14,9,9,15,11,10,3,0,120,261.32,2021/06/01 13:58:42
Stevens County,1/24/2021,2,61,63,9,6,14,13,14,12,4,0,97,211.24,2021/06/01 13:58:42
Stevens County,1/31/2021,4,30,34,4.86,4,12,0,8,6,4,0,62,135.02,2021/06/01 13:58:42
Stevens County,2/7/2021,3,25,28,4,3,4,11,7,3,0,0,54,117.6,2021/06/01 13:58:42
Stevens County,2/14/2021,2,24,26,3.71,5,5,8,8,0,0,0,67,145.91,2021/06/01 13:58:42
Stevens County,2/21/2021,1,40,41,5.86,5,20,7,4,5,0,0,92,200.35,2021/06/01 13:58:42
Stevens County,2/28/2021,12,39,51,7.29,10,7,14,15,5,0,0,77,167.68,2021/06/01 13:58:42
Stevens County,3/7/2021,0,26,26,3.71,1,5,2,8,9,1,0,47,102.35,2021/06/01 13:58:42
Stevens County,3/14/2021,2,19,21,3,0,4,4,7,5,1,0,58,126.31,2021/06/01 13:58:42
Stevens County,3/21/2021,2,35,37,5.29,2,6,10,7,9,3,0,86,187.28,2021/06/01 13:58:42
Stevens County,3/28/2021,2,47,49,7,10,8,13,10,5,3,0,113,246.08,2021/06/01 13:58:42
Stevens County,4/4/2021,3,61,64,9.14,8,20,12,15,6,3,0,129,280.92,2021/06/01 13:58:42
Stevens County,4/11/2021,4,61,65,9.29,14,12,17,12,9,1,0,149,324.48,2021/06/01 13:58:42
Stevens County,4/18/2021,7,77,84,12,10,19,18,19,11,7,0,145,315.77,2021/06/01 13:58:42
Stevens County,4/25/2021,5,56,61,8.71,10,15,14,14,8,0,0,108,235.19,2021/06/01 13:58:42
Stevens County,5/2/2021,11,36,47,6.71,7,11,8,13,8,0,0,123,267.86,2021/06/01 13:58:42
Stevens County,5/9/2021,4,72,76,10.86,17,17,18,14,7,3,0,122,265.68,2021/06/01 13:58:42
Stevens County,5/16/2021,5,41,46,6.57,8,9,10,11,5,3,0,73,158.97,2021/06/01 13:58:42
Stevens County,5/23/2021,3,24,27,3.86,6,4,4,10,2,1,0,0,0,2021/06/01 13:58:42
Thurston County,1/19/2020,0,1,1,0.14,0,0,0,0,1,0,0,1,0.34,2021/06/01 13:58:42
Thurston County,3/8/2020,0,6,6,0.86,0,1,2,2,1,0,0,20,6.87,2021/06/01 13:58:42
Thurston County,3/15/2020,0,14,14,2,0,2,4,8,0,0,0,45,15.46,2021/06/01 13:58:42
Thurston County,3/22/2020,0,31,31,4.43,0,1,11,11,6,2,0,57,19.59,2021/06/01 13:58:42
Thurston County,3/29/2020,0,26,26,3.71,1,7,6,9,3,0,0,34,11.68,2021/06/01 13:58:42
Thurston County,4/5/2020,0,8,8,1.14,0,2,0,2,4,0,0,21,7.22,2021/06/01 13:58:42
Thurston County,4/12/2020,0,13,13,1.86,1,4,4,2,2,0,0,23,7.9,2021/06/01 13:58:42
Thurston County,4/19/2020,0,10,10,1.43,2,0,2,2,4,0,0,17,5.84,2021/06/01 13:58:42
Thurston County,4/26/2020,0,7,7,1,1,1,1,3,1,0,0,17,5.84,2021/06/01 13:58:42
Thurston County,5/3/2020,0,10,10,1.43,2,1,4,2,0,1,0,13,4.47,2021/06/01 13:58:42
Thurston County,5/10/2020,0,3,3,0.43,0,0,1,1,1,0,0,7,2.41,2021/06/01 13:58:42
Thurston County,5/17/2020,0,4,4,0.57,0,0,3,0,1,0,0,28,9.62,2021/06/01 13:58:42
Thurston County,5/24/2020,0,24,24,3.43,1,2,3,7,5,6,0,45,15.46,2021/06/01 13:58:42
Thurston County,5/31/2020,0,21,21,3,0,6,3,5,3,4,0,49,16.84,2021/06/01 13:58:42
Thurston County,6/7/2020,0,28,28,4,1,10,6,2,3,6,0,48,16.49,2021/06/01 13:58:42
Thurston County,6/14/2020,0,20,20,2.86,4,8,3,4,1,0,0,62,21.31,2021/06/01 13:58:42
Thurston County,6/21/2020,0,42,42,6,5,19,10,4,4,0,0,96,32.99,2021/06/01 13:58:42
Thurston County,6/28/2020,0,54,54,7.71,9,27,8,6,4,0,0,149,51.2,2021/06/01 13:58:42
Thurston County,7/5/2020,3,92,95,13.57,14,29,16,28,5,2,1,203,69.76,2021/06/01 13:58:42
Thurston County,7/12/2020,0,108,108,15.43,12,36,26,22,7,4,1,192,65.98,2021/06/01 13:58:42
Thurston County,7/19/2020,2,82,84,12,11,35,18,14,3,3,0,174,59.79,2021/06/01 13:58:42
Thurston County,7/26/2020,4,86,90,12.86,19,19,27,18,7,0,0,191,65.64,2021/06/01 13:58:42
Thurston County,8/2/2020,4,97,101,14.43,23,26,22,23,6,1,0,171,58.76,2021/06/01 13:58:42
Thurston County,8/9/2020,6,64,70,10,11,22,16,13,6,2,0,142,48.8,2021/06/01 13:58:42
Thurston County,8/16/2020,2,70,72,10.29,14,20,13,16,9,0,0,133,45.7,2021/06/01 13:58:42
Thurston County,8/23/2020,4,57,61,8.71,6,28,14,9,4,0,0,109,37.46,2021/06/01 13:58:42
Thurston County,8/30/2020,14,34,48,6.86,14,14,12,6,2,0,0,89,30.58,2021/06/01 13:58:42
Thurston County,9/6/2020,10,31,41,5.86,9,14,8,5,5,0,0,84,28.87,2021/06/01 13:58:42
Thurston County,9/13/2020,8,35,43,6.14,7,13,9,8,6,0,0,130,44.67,2021/06/01 13:58:42
Thurston County,9/20/2020,9,78,87,12.43,15,18,16,19,16,3,0,203,69.76,2021/06/01 13:58:42
Thurston County,9/27/2020,14,102,116,16.57,13,35,26,25,13,4,0,240,82.47,2021/06/01 13:58:42
Thurston County,10/4/2020,15,109,124,17.71,20,32,29,18,16,9,0,278,95.53,2021/06/01 13:58:42
Thurston County,10/11/2020,12,142,154,22,27,36,22,14,24,31,0,304,104.47,2021/06/01 13:58:42
Thurston County,10/18/2020,6,144,150,21.43,13,39,31,34,17,16,0,340,116.84,2021/06/01 13:58:42
Thurston County,10/25/2020,6,184,190,27.14,25,37,57,29,25,17,0,485,166.67,2021/06/01 13:58:42
Thurston County,11/1/2020,19,276,295,42.14,56,94,69,39,25,12,0,686,235.74,2021/06/01 13:58:42
Thurston County,11/8/2020,22,369,391,55.86,61,101,98,83,37,11,0,793,272.51,2021/06/01 13:58:42
Thurston County,11/15/2020,15,387,402,57.43,49,140,110,74,23,5,1,713,245.02,2021/06/01 13:58:42
Thurston County,11/22/2020,15,296,311,44.43,53,94,69,61,29,5,0,696,239.18,2021/06/01 13:58:42
Thurston County,11/29/2020,22,363,385,55,62,124,91,70,26,10,2,735,252.58,2021/06/01 13:58:42
Thurston County,12/6/2020,32,318,350,50,49,123,72,75,22,9,0,706,242.61,2021/06/01 13:58:42
Thurston County,12/13/2020,25,331,356,50.86,70,101,88,63,22,12,0,643,220.96,2021/06/01 13:58:42
Thurston County,12/20/2020,22,265,287,41,48,87,82,43,24,3,0,691,237.46,2021/06/01 13:58:42
Thurston County,12/27/2020,34,370,404,57.71,63,131,89,83,30,8,0,884,303.78,2021/06/01 13:58:42
Thurston County,1/3/2021,46,434,480,68.57,82,171,118,72,24,12,1,855,293.81,2021/06/01 13:58:42
Thurston County,1/10/2021,35,340,375,53.57,53,133,74,79,26,10,0,767,263.57,2021/06/01 13:58:42
Thurston County,1/17/2021,31,361,392,56,68,148,80,70,19,6,1,689,236.77,2021/06/01 13:58:42
Thurston County,1/24/2021,40,257,297,42.43,46,103,52,65,23,7,1,557,191.41,2021/06/01 13:58:42
Thurston County,1/31/2021,38,222,260,37.14,58,68,61,42,20,10,1,404,138.83,2021/06/01 13:58:42
Thurston County,2/7/2021,30,114,144,20.57,24,45,36,23,11,5,0,319,109.62,2021/06/01 13:58:42
Thurston County,2/14/2021,50,125,175,25,42,43,45,19,21,5,0,335,115.12,2021/06/01 13:58:42
Thurston County,2/21/2021,33,127,160,22.86,25,58,30,31,12,4,0,293,100.69,2021/06/01 13:58:42
Thurston County,2/28/2021,24,109,133,19,30,31,36,25,10,1,0,259,89,2021/06/01 13:58:42
Thurston County,3/7/2021,13,113,126,18,21,29,40,24,10,2,0,253,86.94,2021/06/01 13:58:42
Thurston County,3/14/2021,19,108,127,18.14,27,41,23,22,11,3,0,307,105.5,2021/06/01 13:58:42
Thurston County,3/21/2021,27,153,180,25.71,28,65,49,21,14,3,0,370,127.15,2021/06/01 13:58:42
Thurston County,3/28/2021,38,152,190,27.14,32,64,48,38,4,2,2,430,147.77,2021/06/01 13:58:42
Thurston County,4/4/2021,47,193,240,34.29,43,84,54,39,17,3,0,526,180.76,2021/06/01 13:58:42
Thurston County,4/11/2021,65,221,286,40.86,60,88,74,47,11,6,0,635,218.21,2021/06/01 13:58:42
Thurston County,4/18/2021,60,289,349,49.86,70,122,83,43,18,11,2,692,237.8,2021/06/01 13:58:42
Thurston County,4/25/2021,72,271,343,49,82,130,70,41,18,1,1,677,232.65,2021/06/01 13:58:42
Thurston County,5/2/2021,79,255,334,47.71,82,99,89,47,12,5,0,627,215.46,2021/06/01 13:58:42
Thurston County,5/9/2021,66,227,293,41.86,82,85,74,34,14,4,0,508,174.57,2021/06/01 13:58:42
Thurston County,5/16/2021,59,156,215,30.71,55,54,53,30,19,4,0,370,127.15,2021/06/01 13:58:42
Thurston County,5/23/2021,46,109,155,22.14,42,50,34,18,8,3,0,0,0,2021/06/01 13:58:42
Wahkiakum County,3/29/2020,0,2,2,0.29,0,0,1,1,0,0,0,2,47.51,2021/06/01 13:58:42
Wahkiakum County,5/3/2020,0,2,2,0.29,0,0,1,1,0,0,0,2,47.51,2021/06/01 13:58:42
